1.11227	-0.345324
-0.0860033	-0.338774
-nan	-nan
-1.88258	-0.193013
-nan	-nan
-nan	-nan
-0.238325	-0.707381
-0.648097	1.27824
-0.195475	-0.254528
-0.584006	1.11289
-nan	-nan
-0.155037	-0.480407
-0.853142	-2.04511
-nan	-nan
-0.238531	0.280045
-0.680024	-0.242632
1.74638	-0.251357
-1.80877	1.29909
-1.15097	1.23726
-0.550023	-0.182261
-nan	-nan
-0.492491	-1.00165
-0.799108	0.46512
0.534587	-0.177826
0.843497	-0.58148
-nan	-nan
-1.99702	0.0915847
-0.588746	0.434443
-nan	-nan
0.0910129	-0.176838
-nan	-nan
-1.03302	1.77435
-0.662776	0.889896
-1.36377	0.585152
-0.242687	-1.88313
-nan	-nan
-1.0076	-1.40434
-2.9641	0.86357
-nan	-nan
0.191748	0.17093
-nan	-nan
-nan	-nan
0.0501966	-0.768915
1.4609	-0.573425
-1.06904	-0.0627746
-0.0539275	-0.625826
-0.385397	0.689144
1.74454	0.627194
0.192419	0.496923
-0.289993	-0.32971
-0.449683	-0.581965
-1.46332	1.88908
-0.101874	1.02179
-0.977864	-0.0685369
-nan	-nan
-0.0873327	0.197085
-nan	-nan
0.687263	0.0349957
-1.09333	1.02263
0.75039	-0.147371
-1.1421	-0.401698
-2.1116	-2.18366
-0.510143	-0.708127
-nan	-nan
-0.251145	-0.174615
-0.518209	-0.202006
-2.35643	-0.0879695
-nan	-nan
-0.0991988	-0.377263
-1.3151	1.06423
-nan	-nan
-nan	-nan
1.2521	0.186073
0.0739461	-1.05453
-1.58533	-0.307832
1.12401	-2.35005
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
2.5013	0.351096
2.50266	0.806168
-0.105411	0.328153
0.735567	1.9252
1.94574	1.19304
-0.726481	-0.884382
0.170664	-0.905234
0.215844	-0.317758
-nan	-nan
0.300892	1.54121
-1.18713	-1.98216
1.06973	-0.737758
-0.0312055	0.715209
-1.57584	0.00688103
-1.22153	-0.544721
0.373585	1.27577
-nan	-nan
-0.726047	-1.16913
-nan	-nan
0.414783	0.264207
-0.120445	-1.26813
-nan	-nan
-0.862337	0.922439
-1.16928	-0.0125819
1.04347	0.787998
-0.61385	-0.7899
-nan	-nan
0.285879	2.84531
-nan	-nan
-nan	-nan
-0.763773	0.303409
-nan	-nan
0.943972	-0.506199
-nan	-nan
-0.302586	-0.406583
1.12143	0.958519
-1.09363	1.02551
1.65225	0.447798
-0.163202	1.02745
-nan	-nan
0.733705	-1.80125
-1.10931	1.6255
-0.278986	0.748448
-1.0818	-0.692632
0.891927	-1.38623
-0.000306051	1.69076
0.695936	-0.0206337
0.744894	0.862931
-nan	-nan
-nan	-nan
-0.85985	-0.0794578
1.4578	-0.809724
-1.19705	-0.1742
0.618967	0.135863
-nan	-nan
0.0662821	0.0891822
-0.579285	-1.00176
0.632845	1.91305
-0.154504	0.104751
-nan	-nan
-0.745832	-0.0111387
-0.0135852	-0.235308
-nan	-nan
0.643477	0.663293
-1.28559	0.087617
0.747751	-0.567834
0.339469	0.0263126
0.364855	-0.960942
0.220732	0.0353133
1.1205	-0.873731
2.41802	1.08541
-0.154884	0.216802
0.754717	0.907572
0.292627	1.28709
1.62604	2.1428
0.823086	2.22776
-nan	-nan
0.111756	-0.421436
-1.3738	-0.476452
1.15215	-0.377569
0.606454	0.211395
0.252416	0.69201
-0.865376	-0.590072
-nan	-nan
0.42281	0.336062
-0.601104	-2.86625
-1.0347	1.19414
-0.14492	-0.413433
-0.0545484	0.862222
-nan	-nan
-0.566319	-2.51997
2.15696	0.595888
-0.512141	-1.5724
1.00424	1.86506
1.71365	-0.983109
-0.463231	0.0891087
-0.350692	0.145823
-0.00324014	-1.62046
0.461536	0.0496645
-0.301293	1.17675
-0.280741	0.705391
-1.23708	0.915134
1.40652	1.6123
0.213516	-0.419087
1.02942	2.43315
-nan	-nan
-nan	-nan
1.24754	-2.1784
-nan	-nan
-0.42329	0.154653
0.0742402	-0.875214
-1.50638	0.544713
0.799415	0.734015
0.708901	0.526904
-0.808327	-1.04655
1.03826	1.84129
-nan	-nan
-0.822746	1.07143
-0.0192226	-0.416752
-nan	-nan
0.159669	0.674059
-0.362523	0.0691933
1.80718	0.810196
-nan	-nan
0.115292	-0.250161
-0.74904	-1.17131
-1.08251	0.2621
-nan	-nan
-1.26241	1.24759
1.38923	1.19713
0.352599	-0.223461
-0.0463774	-0.09611
-0.877473	0.199071
1.32545	0.349398
1.33319	1.56931
0.436765	-1.36123
1.09852	2.02166
0.695784	-0.605299
-0.537583	0.536668
-nan	-nan
0.554868	-0.401539
-nan	-nan
-nan	-nan
-nan	-nan
1.80777	1.19589
1.39139	0.151498
-nan	-nan
0.138463	0.708879
1.56493	-0.997277
0.0923826	-1.86135
-nan	-nan
0.157035	2.68366
1.11411	-0.967726
-nan	-nan
-0.596998	0.344905
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.621791	0.0671837
-0.0849547	1.63542
-0.549255	-0.24207
0.937178	0.453164
-1.63775	0.139405
-nan	-nan
-nan	-nan
0.827512	-0.422405
1.84315	0.939846
2.25493	-0.54491
-0.0661616	1.70086
-0.938831	-0.601695
0.47427	-0.755268
-1.05696	0.846388
-nan	-nan
0.228266	0.899801
0.235677	-0.440066
0.544684	1.13203
-2.53067	-0.271916
-0.439111	2.14337
-0.291194	0.0131456
-0.355277	1.20626
0.602528	-1.53248
-0.579227	-0.409027
0.597128	0.465575
1.22763	-0.957615
0.0190689	0.908906
0.620974	-1.26255
-nan	-nan
-nan	-nan
-0.715493	0.0378242
0.312313	0.226258
2.30136	0.764726
0.0273476	-0.155067
-nan	-nan
0.0933028	-0.272468
0.122029	-0.682384
0.234795	-0.214804
-nan	-nan
-0.301822	-1.19793
0.362467	-0.502143
0.00931491	-1.78425
-nan	-nan
0.00208137	-0.93265
-0.373851	-0.0588415
-nan	-nan
-nan	-nan
1.07767	0.168232
1.34908	-2.68453
2.16473	1.5672
0.0522563	-1.55223
0.168222	-0.808795
-1.76941	-0.459156
-1.41746	0.688121
-0.601164	1.91159
0.63894	-0.645085
0.890053	-0.617197
-0.0517855	1.2173
-0.038965	0.246725
0.673956	-0.0812571
-0.0958471	-0.497191
0.47997	-2.17965
-0.351329	-0.0758211
0.830546	0.100231
1.18644	-0.0518999
-0.765705	-0.267055
1.14131	1.0013
-nan	-nan
-0.716287	0.399241
1.8966	1.21222
-1.70554	-1.35582
0.546501	-0.596467
0.92764	-1.09783
-nan	-nan
-nan	-nan
0.696808	1.89344
-nan	-nan
-nan	-nan
-0.0133046	0.677023
1.00243	-1.74377
-0.653841	1.78584
0.433936	-0.767416
-0.366066	-1.0277
-1.16013	0.020298
0.566933	0.416735
-0.185705	-0.117094
-0.100799	0.111571
-0.231357	1.08638
-1.12908	-0.141093
0.335354	-0.0710117
-2.39326	1.26416
-0.741264	-0.0984833
0.253616	-0.779511
-0.0472114	-1.05488
-nan	-nan
-2.52653	-1.82729
0.50126	-0.632727
0.321954	-1.00271
-0.779365	1.10339
0.470569	-1.05727
0.158402	1.76271
-0.814485	1.68781
0.336456	1.16162
0.326514	1.67193
-1.8394	0.185838
-0.700611	0.419774
-nan	-nan
-0.874799	0.488099
-1.37208	1.00363
1.08734	-0.530907
0.955761	-0.986673
1.32134	-0.0785254
-1.80598	-1.96429
0.625461	1.35503
-0.815581	-0.63051
0.315344	0.158046
-nan	-nan
-1.68875	1.58197
-nan	-nan
-1.99956	-0.410688
-1.90272	-2.44422
-1.33224	0.129427
1.28518	-1.19141
-nan	-nan
-nan	-nan
-1.03689	1.18089
-0.437661	-0.811017
-0.724133	0.574047
0.355483	1.3147
0.0604306	1.52631
-0.743472	-0.0960218
-0.00670683	-0.729056
0.140943	0.196343
0.0979874	0.299075
-nan	-nan
-0.739423	-1.81746
-1.08353	2.09967
-nan	-nan
-nan	-nan
-nan	-nan
-0.901353	-0.20699
1.80125	-1.09623
0.212292	1.27887
-0.141867	-0.154371
1.06885	1.4775
0.528694	0.250821
-0.97222	-0.229054
0.19729	0.310905
-1.68932	-0.79673
-nan	-nan
-0.852228	-1.55054
-0.0570466	1.27177
0.664468	-0.261018
-nan	-nan
-0.0844526	-0.455026
1.42355	0.0949847
-1.84844	-1.95351
-nan	-nan
-0.276058	-0.469066
-nan	-nan
-nan	-nan
0.19834	0.886288
-0.563256	-2.07325
0.679256	0.60019
1.1291	0.771551
-nan	-nan
0.359201	-0.0628747
-nan	-nan
0.0536672	0.0898625
0.522915	-0.697169
0.538929	0.0560336
1.66129	-0.827283
-nan	-nan
-0.58082	-1.48259
1.75644	0.287322
-1.17104	-0.000747808
0.568005	1.57146
-0.112828	-0.499316
-nan	-nan
0.378715	0.412143
0.541682	0.349595
-nan	-nan
-nan	-nan
0.195012	0.33691
0.950483	-0.0255114
-nan	-nan
-nan	-nan
-nan	-nan
-0.9866	1.65427
-0.36842	-0.629385
-1.36908	-0.354507
0.524655	1.25148
-nan	-nan
0.642559	-0.500394
-1.20025	0.631789
-nan	-nan
-0.167925	-0.666261
0.593059	0.0683774
-nan	-nan
-0.0505766	0.71616
-1.31673	0.229225
0.659545	-0.612232
-0.192965	-0.492416
-0.919164	0.833882
1.71549	0.195672
-nan	-nan
0.636353	-0.0383946
0.313009	-0.525101
-0.350736	2.804
-0.937367	1.31368
-1.41252	-0.352561
1.22497	0.416085
-0.0127988	1.5891
-1.21644	0.133841
-0.667181	2.203
-0.356105	2.1763
-0.817276	-0.577568
1.10341	0.0359571
-0.330083	-0.79744
-0.0915672	-0.149305
0.251154	-0.715627
-0.27983	0.0548698
0.398178	1.56541
0.1271	-0.278005
-0.137843	-0.342931
1.55644	0.198646
-0.644133	2.61126
-nan	-nan
-1.00038	-1.30635
0.0718707	1.39321
-nan	-nan
-0.114758	-0.963375
-1.16011	-0.888536
1.57473	1.42847
-0.189204	1.10357
0.241201	-0.543865
0.165916	0.0752232
2.03198	0.182725
-0.778583	-2.19844
0.374072	1.44706
-0.813697	-1.8823
-0.264272	0.575164
0.818072	-0.0952884
0.526442	-0.318254
1.48116	-0.563564
-0.515569	0.210531
-2.4214	0.585296
1.12754	0.655469
1.10237	-0.311174
-0.994299	-0.941268
-nan	-nan
-0.57371	-1.22925
0.114146	-0.320331
0.357133	-0.590222
-0.678488	-1.71527
-nan	-nan
0.57326	-1.18604
1.53076	0.350069
1.30798	1.25012
1.20776	-0.338791
-nan	-nan
-0.837588	-0.0915835
-0.225417	1.05047
-0.575961	-0.350437
-1.48305	-0.695096
2.50351	1.46011
-0.229096	0.639637
-nan	-nan
0.557297	-0.0305877
-0.973982	-0.309777
-nan	-nan
-1.46525	-0.459317
-nan	-nan
-nan	-nan
0.560011	1.12088
-1.02197	1.10233
1.5577	-0.858453
-nan	-nan
-0.970414	-0.871602
-2.36574	0.535873
0.170066	0.433068
-nan	-nan
0.384869	0.321598
-nan	-nan
-0.529675	-0.782224
-nan	-nan
-1.37139	-0.269615
-1.25048	-2.51075
-2.01489	-1.79213
-0.262887	-0.653955
-1.28908	0.727047
-nan	-nan
-nan	-nan
-0.346881	-0.168488
-1.58923	-0.280709
-nan	-nan
-0.276318	0.981598
-nan	-nan
-nan	-nan
-nan	-nan
-0.728651	-0.44312
-nan	-nan
1.76284	-0.247851
0.466353	-0.560079
-nan	-nan
-0.500205	-0.685416
-nan	-nan
-0.264598	0.196507
-nan	-nan
-0.298409	-0.172272
0.270344	0.816345
-nan	-nan
0.284426	-0.414363
-1.71062	-0.487929
-0.706036	-0.239965
-0.57603	-1.35156
1.56376	-1.25015
1.07141	-1.90134
0.957635	-0.393032
0.18076	1.55868
-0.155197	1.48447
-nan	-nan
-nan	-nan
-nan	-nan
-0.142476	-0.202203
-nan	-nan
-nan	-nan
0.51413	0.354936
-0.332074	-1.0959
-1.40425	-0.0757745
0.494316	2.63773
0.493671	-0.782382
-nan	-nan
0.108202	1.32469
0.165544	-0.506083
0.21816	-0.945741
1.2267	0.0710746
-1.13262	1.29378
0.865359	-2.00437
0.1713	1.52119
-0.636855	2.12486
2.13204	-0.861476
0.820656	-0.00618059
-1.03707	-0.645635
1.70406	-1.08496
0.440191	-0.485627
0.352534	0.0123912
-0.132326	0.342675
0.342792	0.392988
1.51977	-0.269477
0.720498	-0.246089
0.415324	1.56161
-nan	-nan
-1.96965	-1.71143
-nan	-nan
-0.878347	0.707911
0.336322	1.11891
-1.31981	0.101828
-1.57377	-1.10182
-nan	-nan
1.18153	0.590145
-0.563637	0.448978
-1.2452	-0.0647982
-nan	-nan
-2.10159	-0.0514115
-0.46791	-1.50688
-nan	-nan
-nan	-nan
0.909508	-0.168407
-0.379915	-0.390716
-1.56412	-1.50319
-nan	-nan
-nan	-nan
0.611759	2.7106
-0.606719	-2.12937
0.378262	-1.58183
-nan	-nan
-nan	-nan
-0.772427	0.634112
-1.10177	0.100201
-1.57163	0.328787
0.183029	-0.264711
0.230248	1.52692
1.21633	-0.224674
-nan	-nan
1.7479	1.45723
-2.57694	0.017857
1.05819	1.85825
0.159022	-0.86588
-nan	-nan
-0.263562	1.5321
-1.77228	-0.35184
-0.141114	-1.93694
0.993364	1.50803
-nan	-nan
-0.975694	-0.706035
-nan	-nan
-0.321474	1.07399
0.7397	-0.744387
-nan	-nan
-0.272811	0.416457
0.742878	2.01973
-0.288624	-0.996912
-nan	-nan
-1.55986	-0.0273855
-nan	-nan
-0.993012	-0.90438
-0.589518	0.40839
0.510564	1.45544
-0.879835	1.95712
0.215988	2.15931
-nan	-nan
1.20925	-1.33902
1.7571	-0.847185
0.0746816	0.520706
-0.457687	1.20384
-nan	-nan
-0.282113	-1.61649
-0.19931	0.112205
-0.980678	-0.700133
-0.700598	-0.748656
0.408794	0.00157385
0.0131704	-1.03802
-0.242669	-0.395513
0.736745	0.364807
1.46698	-0.648374
-1.13048	1.28182
-nan	-nan
-nan	-nan
-1.773	1.54385
0.470427	0.382981
-0.802937	1.53947
0.472926	0.73075
-nan	-nan
0.331731	-1.20808
-nan	-nan
-0.171262	-0.688809
-0.29788	0.692502
-1.29253	0.337295
-nan	-nan
-0.90492	0.917505
-0.789775	2.29129
-0.812799	1.73874
1.96611	-1.36545
-nan	-nan
-0.262625	-0.0401135
1.33228	-0.432007
-1.1166	0.0490147
-0.224205	-0.370296
-0.479468	0.867436
-1.52593	-0.630149
1.27122	1.20179
-0.00578858	0.118263
0.677588	1.92865
2.13894	1.44301
0.472529	0.698
-0.630322	-0.90028
-0.399132	1.82755
-nan	-nan
-1.09748	-0.151629
-nan	-nan
-nan	-nan
0.0263715	-0.232774
-0.506314	1.14976
-0.68364	0.30042
1.43887	-1.26013
-0.541461	-0.231476
-0.447678	0.0512642
-1.72262	0.812738
-0.20224	0.285975
-nan	-nan
1.57941	-0.475028
-0.431635	-0.374331
-nan	-nan
-0.901002	-0.847795
-0.212793	-1.94167
-1.04213	-1.81091
-nan	-nan
-2.24821	0.345817
1.50169	-0.180869
-1.33972	-0.304339
0.76818	-0.518789
0.405583	0.585843
-nan	-nan
-0.0702635	-0.612981
0.47051	0.0885273
-nan	-nan
-nan	-nan
-nan	-nan
-0.355165	-0.38665
-0.949276	1.7489
-0.137923	1.28411
-0.143336	0.036107
1.23578	-0.48608
-1.08838	0.242218
0.930884	-0.432329
-nan	-nan
0.594013	1.38014
1.66611	-2.20218
-nan	-nan
-0.0542659	1.45872
2.68772	-0.262814
-0.00325149	2.57968
1.71731	-1.11477
0.525539	0.726203
0.201798	-1.15725
-0.00518739	-0.45858
0.414739	0.0107606
0.636181	1.20303
0.235958	0.173051
-0.764933	1.30783
-0.91541	-0.323734
-0.489677	1.5855
-nan	-nan
-nan	-nan
0.208215	0.0762481
1.61224	0.282318
-0.67666	-0.496525
-0.341929	0.292595
0.340927	0.824857
0.603399	-1.21507
-nan	-nan
-nan	-nan
0.301216	0.796996
1.46123	0.214419
0.430203	-0.851767
-0.615449	0.880003
0.112799	1.85181
0.68977	2.08371
0.916229	1.14839
1.16193	1.6728
-1.15913	-1.66336
-1.33054	0.255877
0.998005	-1.62697
-0.752688	-1.36638
-nan	-nan
-0.127367	-1.59406
-0.711246	0.443554
-0.66589	0.762983
0.0920017	-0.383991
-0.989219	-1.23904
-1.14683	0.42171
-0.6236	0.294877
-1.36057	1.16618
-nan	-nan
-0.179304	0.614858
0.684848	1.18172
-0.474343	0.770592
-0.316027	0.732376
-0.887923	0.546624
-1.05801	-0.35768
1.4184	0.898077
0.348483	1.02674
-0.363062	0.909636
0.0919455	0.296835
-nan	-nan
-0.144143	-0.253148
1.15177	-1.70756
-nan	-nan
-nan	-nan
0.586742	-0.166042
-0.396844	0.0807245
-0.84828	-0.442218
-2.71035	-1.02385
-1.25909	0.509114
-1.09351	-0.472376
-nan	-nan
-nan	-nan
1.26774	-0.807216
-0.287675	-2.39573
-1.53925	-0.9592
-1.92131	0.994545
-0.051483	0.568415
-nan	-nan
-nan	-nan
-0.531775	0.953895
-1.32995	-1.03505
-2.24306	-1.30565
0.395528	0.86795
-nan	-nan
-0.0492569	-0.991726
-1.58108	-0.109451
-nan	-nan
-0.479097	0.284766
1.55745	1.85401
-nan	-nan
0.475199	-0.0173243
-1.372	-2.32859
-1.07095	-2.08072
1.16866	-1.3136
-nan	-nan
-1.03747	0.366349
-1.81618	0.727944
-nan	-nan
-0.0224385	-0.166924
-nan	-nan
-nan	-nan
-0.246533	-0.914783
-2.02436	-0.0186017
-nan	-nan
-nan	-nan
-nan	-nan
-0.281572	-1.58134
-0.0254008	0.965729
0.356196	-0.988307
-nan	-nan
-0.877946	-0.285666
1.92037	-1.74604
0.47826	0.155324
-1.19839	-1.90053
0.923376	-1.30222
-0.751592	0.990931
-0.959253	1.499
0.67413	0.347581
-0.794591	0.602033
0.653109	-1.56976
1.46404	-0.879223
-0.464517	-0.954198
0.414906	1.14503
-nan	-nan
-nan	-nan
-nan	-nan
0.723104	1.21624
0.505693	2.45903
-0.127089	0.599042
-nan	-nan
-0.917112	-0.758722
1.15256	0.376716
-nan	-nan
-0.478087	-0.847046
-0.117006	0.92451
-0.230814	-1.16997
-0.772148	0.916707
-0.319983	0.686491
1.26501	-1.74849
-1.10287	0.180037
1.18881	-1.31118
1.02513	-1.38123
-nan	-nan
0.892546	-0.00700982
-nan	-nan
0.668638	-1.96013
-1.11934	-0.389594
-nan	-nan
-0.405936	-0.250988
-1.79448	0.409965
-0.730136	0.466801
1.71751	-0.623774
-0.00839164	-0.412646
-0.241786	-0.557389
-2.25663	-0.910833
0.138951	-0.446434
0.912559	-0.687517
-0.323748	0.855125
-0.385452	-1.66897
-2.09409	0.919601
-nan	-nan
0.71105	-0.317163
-0.489385	0.897854
-1.09345	-2.33442
-0.336636	0.205719
-nan	-nan
-0.324011	2.06488
0.0790937	0.220654
-nan	-nan
-nan	-nan
-0.571664	1.85261
-0.47683	-0.346459
0.498854	-0.0153986
-0.928117	-0.200931
1.65332	-0.0910398
-nan	-nan
-0.241646	1.06243
-0.883892	0.774913
1.10001	1.06265
-0.465564	0.382883
-0.137	-0.962198
-nan	-nan
1.01696	0.72867
1.01971	-0.102648
0.208654	0.491638
0.119249	-1.0504
1.04673	1.56017
-1.8025	1.0536
-1.2143	-0.124766
-nan	-nan
-nan	-nan
1.13069	-0.467858
-nan	-nan
-0.944104	0.0783996
0.832598	-0.851681
-0.573836	-1.00707
-1.31775	-1.36186
-nan	-nan
-nan	-nan
0.62633	1.53802
-nan	-nan
1.14909	0.110481
0.598774	-0.558839
-nan	-nan
0.352794	-0.761264
0.91342	0.30973
-0.566955	0.266825
-nan	-nan
0.254475	-0.418616
-3.01676	-0.696128
-0.647874	1.17905
1.02536	1.1735
-0.414998	0.324061
0.400203	-0.375206
1.45509	-0.351417
0.526057	0.249091
0.380051	1.47077
-1.32601	-0.594491
-nan	-nan
-1.25177	1.29617
-0.164648	-1.51099
-1.73964	0.48583
0.45863	-0.240676
-0.239991	2.12353
-0.164243	0.600914
-0.70792	0.457448
0.541817	0.820249
-0.222578	1.14795
0.731605	-1.46149
-0.387103	-0.088955
0.11191	0.245471
-0.442499	-0.243369
1.16339	-0.958624
0.995933	1.31278
-nan	-nan
-0.36406	-0.949437
-1.19228	0.633408
0.408316	-0.750899
-nan	-nan
1.0129	-0.65122
-nan	-nan
-nan	-nan
1.55998	-0.165939
1.54064	-0.975652
0.983618	0.875428
1.4891	-0.292608
0.385483	0.866809
1.46408	-0.793772
-1.15232	-0.46408
-nan	-nan
-2.0747	-0.896862
-nan	-nan
-0.585962	0.278168
-nan	-nan
1.07361	0.0540695
-nan	-nan
-0.711428	-2.20552
0.617963	-0.511169
1.2064	0.0416766
1.74918	1.39209
-1.34535	-0.552822
-nan	-nan
-0.815108	0.840198
-1.66366	-0.453307
-0.879083	-0.345951
-1.87325	-0.0017136
0.903725	-0.64832
-nan	-nan
-nan	-nan
-nan	-nan
-0.798746	-1.20866
0.461498	0.395854
1.08866	1.47014
-0.450823	-0.0227706
-1.12552	0.493275
-0.681007	-0.135457
-nan	-nan
-0.960606	-1.08173
1.10938	0.230706
-nan	-nan
-nan	-nan
-0.136169	1.77588
-1.70838	0.618799
0.752443	-1.45676
-2.33079	0.730467
-0.617197	0.379085
-nan	-nan
0.784651	-2.51388
2.0392	0.720854
-nan	-nan
-nan	-nan
-0.691001	-0.775369
-0.67622	0.0752006
-0.0140323	0.876853
-0.351411	-0.270986
-nan	-nan
-1.27897	-0.551572
1.53926	0.0634359
0.52346	-0.123524
1.158	-0.629533
-nan	-nan
-0.397878	0.19993
0.932313	0.246111
-1.08499	0.0865204
-nan	-nan
-1.2278	-1.40357
0.275195	0.0621419
0.0628264	-0.510296
-nan	-nan
0.0817564	-0.0401031
-0.481915	0.689246
-2.0542	-0.276098
-0.221683	-0.312998
-nan	-nan
-0.000660211	1.55513
0.704687	-2.65479
1.67263	0.857214
-1.09875	0.205175
-0.828342	-0.626386
-0.722188	-0.271591
-1.81126	-0.357454
0.910749	-1.10446
-nan	-nan
-0.722324	-1.01961
-0.845484	-1.0384
0.206596	2.92312
-nan	-nan
-0.0759468	-0.0298978
-nan	-nan
-0.429774	-2.88925
-nan	-nan
1.10295	-0.0560874
-nan	-nan
-nan	-nan
-0.447274	-0.71545
-1.13485	0.222788
0.342629	1.11955
0.942312	0.475682
-nan	-nan
0.852051	-0.247345
-1.5973	-1.53724
0.689804	-0.015144
-nan	-nan
0.457863	-0.484265
-nan	-nan
0.477659	1.23551
-1.95434	-0.160041
-0.238306	0.453147
-0.0874537	-2.07732
0.75432	0.951156
-0.0751341	1.12158
-0.231092	-0.607228
0.556408	-0.882503
0.673465	0.781893
-1.37157	1.10065
-0.836612	0.553695
-nan	-nan
-0.873189	-0.661763
-nan	-nan
-0.11479	-0.934486
-0.191989	-0.439233
0.796306	0.237741
0.217725	-1.32264
0.0459348	-0.600613
0.103662	-1.65838
-nan	-nan
-nan	-nan
-nan	-nan
-0.52483	1.01119
1.13359	1.627
-0.182983	1.48885
-2.30239	0.143163
0.882628	0.159888
-nan	-nan
0.470043	-1.45985
-nan	-nan
-nan	-nan
0.053946	1.16782
-nan	-nan
0.574305	0.298322
-0.99178	1.07298
1.68117	-0.722934
0.475489	0.345551
-0.637547	-0.700753
0.308649	1.15396
-nan	-nan
0.578072	-1.31034
2.65565	0.964355
1.12795	-0.572076
0.495316	-2.34815
1.1932	1.81877
-0.336523	0.592422
0.542065	1.19182
0.541132	0.730627
0.991409	0.403812
0.114848	-1.17453
-0.66945	-1.24853
0.345266	-1.48666
-nan	-nan
-1.42194	1.96256
0.894905	-1.41615
0.767206	-1.271
0.0852839	-1.48458
1.06281	-0.709445
0.549933	-1.78911
0.444642	-0.790699
-nan	-nan
-0.475666	0.0649678
0.709919	0.705456
-1.3933	1.57763
-0.146831	0.74283
0.719982	0.721125
-0.947712	-0.455606
-nan	-nan
-1.05108	-0.189432
0.779296	0.804363
1.55565	-0.673058
-nan	-nan
0.502663	1.2662
0.221135	-1.28163
-0.389494	-0.234345
-nan	-nan
-1.24403	-0.681399
0.0286296	-0.162751
-nan	-nan
2.12741	0.71221
0.85593	-0.197686
-0.168643	-0.407879
1.13489	-0.846053
-0.319038	0.426318
-nan	-nan
2.23763	-0.396911
-1.22038	1.51608
-nan	-nan
-0.419335	-1.68647
-1.27926	0.141902
3.31887	-0.73656
0.344305	1.53933
0.0910502	-0.0927865
-nan	-nan
-0.96953	-0.236593
0.020596	-0.428323
0.370444	0.401222
-0.821242	0.113656
-0.85183	-0.491294
-0.140557	0.835205
-0.147248	-0.289192
-1.1302	1.58991
0.307991	-0.561289
0.443819	-0.993027
-0.433285	1.13251
0.287969	0.59025
-0.840681	-1.12556
0.481221	-0.971656
-2.04778	-1.26486
-1.15988	0.0695897
0.925606	0.446446
0.558146	2.02051
0.142715	2.33332
-1.11682	0.664961
0.572526	0.197908
0.378647	-1.37539
-nan	-nan
1.06086	-0.195835
-0.786718	0.0355889
2.17774	-1.21094
-0.95954	-1.28484
-1.23742	1.33773
0.0325782	-0.351052
-nan	-nan
-0.0450973	0.477694
-0.320121	-1.88026
-nan	-nan
-nan	-nan
0.477242	-1.10568
1.3057	0.288668
1.1495	-0.376645
1.49117	0.23834
-1.31151	1.37395
0.383691	-0.0545954
-1.21143	0.251484
1.04341	0.0241415
0.534971	-0.398705
-1.16984	-0.340985
-nan	-nan
-0.972463	1.3186
-nan	-nan
-nan	-nan
-nan	-nan
1.65176	-0.248415
-1.15473	0.192483
-nan	-nan
-nan	-nan
0.246856	-1.9451
-3.14627	0.0634903
1.38774	0.710172
-0.642745	0.18414
-nan	-nan
0.790896	-0.440748
-0.308027	-0.723976
-1.16678	1.03612
0.781683	-0.598519
-0.0204961	1.34167
0.822186	-0.407138
1.30148	0.493303
-nan	-nan
-0.429201	0.406949
-nan	-nan
2.05168	-0.949933
-0.140412	-0.812865
-nan	-nan
-nan	-nan
0.421952	0.490212
0.502679	0.170418
-0.69222	-0.438947
1.56227	-0.369152
0.577393	0.085235
1.81966	-0.458016
-2.01854	1.13317
0.52056	-0.629691
-1.2683	0.205065
-0.775038	-0.317745
-0.0806936	-0.28789
-0.0145819	0.174879
-0.0760971	1.00385
-0.760223	-0.157063
-nan	-nan
-0.238609	1.12498
1.38444	-1.43429
0.00595396	1.56234
0.758386	-1.31489
-1.34105	0.439729
-nan	-nan
-nan	-nan
-0.102046	1.35762
-1.21024	1.55194
-2.29616	-0.0852223
-nan	-nan
1.27646	-2.66764
-nan	-nan
-0.563857	1.06039
-1.47769	-1.70142
0.332014	1.16402
-0.724337	-0.786052
-0.777749	0.639083
-nan	-nan
-nan	-nan
-0.248143	1.25134
-1.03746	-0.0562693
-0.454729	0.0933195
-1.67758	-0.655365
-1.20865	0.75602
0.221799	-0.141624
-2.05049	-1.19197
0.368196	-0.750684
-0.0506411	-0.363695
-nan	-nan
-2.5145	0.769678
1.27163	1.16909
0.358952	0.538793
-0.571298	1.5028
1.61009	-0.674454
-nan	-nan
-nan	-nan
0.795886	-1.39596
0.226161	0.577892
0.265893	0.570307
1.41264	1.80948
-nan	-nan
-nan	-nan
-0.937486	-0.0531236
-nan	-nan
-0.892639	-1.14513
0.0195416	0.170779
0.456122	-0.206825
0.845629	-0.380287
-0.592286	0.109616
-nan	-nan
-nan	-nan
-0.627411	-0.200412
-0.883459	0.851718
-0.102729	0.213673
0.357876	0.888044
0.239599	1.41489
1.11648	0.303544
0.152306	0.539933
-0.779158	-0.0408204
0.305092	-0.0708052
1.66674	0.215758
-1.0515	1.54705
0.672589	-0.49661
-nan	-nan
0.676822	0.509905
0.947172	0.163121
-nan	-nan
-nan	-nan
0.701191	-0.981786
0.581958	-0.20249
-0.864985	-0.0431297
-nan	-nan
-nan	-nan
-nan	-nan
-0.444585	0.620266
